client_id,group_test,age,age_label,gender,num_accts,balance,tenure_years,tenure_months
3073326,control,25.0,Young dults,F,3.0,47924.2,3.0,47.0
4823082,test,45.5,Middle-aged,U,2.0,298053.2,4.0,59.0
5203638,control,45.5,Middle-aged,M,2.0,50888.31,14.0,173.0
3902353,control,60.0,Senior,M,2.0,83609.29000000001,25.0,306.0
4619869,test,54.5,Middle-aged,M,3.0,1340271.13,24.0,296.0
2876364,test,36.5,Middle-aged,M,2.0,27216.17,24.0,289.0
9789519,control,52.5,Middle-aged,M,4.0,136977.47,22.0,267.0
2177970,control,47.5,Middle-aged,M,3.0,314011.3,21.0,262.0
1330837,test,28.5,Young dults,U,3.0,27556.75,6.0,78.0
2344790,control,44.0,Middle-aged,U,2.0,53159.27,7.0,94.0
1973052,test,47.0,Middle-aged,F,2.0,28464.25,16.0,196.0
126759,control,22.0,Young dults,M,2.0,83487.35,14.0,177.0
7227634,test,23.5,Young dults,U,3.0,35217.0,5.0,64.0
7407692,test,58.0,Middle-aged,U,4.0,185487.03,5.0,70.0
9226597,control,67.0,Senior,M,3.0,3552737.22,31.0,381.0
3598499,control,27.0,Young dults,U,3.0,91577.67,6.0,74.0
382734,control,61.5,Senior,U,2.0,424352.12,7.0,95.0
6199584,test,59.5,Middle-aged,M,4.0,976666.93,29.0,358.0
9804582,control,23.0,Young dults,U,3.0,86508.61,5.0,69.0
5633126,test,57.0,Middle-aged,U,2.0,271752.68,8.0,97.0
1522469,control,26.5,Young dults,U,3.0,52019.15,5.0,66.0
8817106,control,63.0,Senior,M,3.0,39608.43,30.0,360.0
2307094,test,71.0,Senior,F,2.0,51882.64,8.0,105.0
6405849,test,43.5,Middle-aged,U,2.0,41837.16,4.0,58.0
1737687,test,63.0,Senior,M,2.0,722032.66,28.0,338.0
9425665,test,60.0,Senior,F,2.0,281519.99,11.0,138.0
6444326,test,29.0,Young dults,F,2.0,48712.07,12.0,154.0
805889,test,66.5,Senior,M,2.0,185867.84000000003,6.0,77.0
1781498,test,69.5,Senior,F,2.0,976815.83,19.0,234.0
9323420,control,36.5,Middle-aged,U,2.0,120446.73,8.0,99.0
9898388,test,33.0,Middle-aged,F,2.0,30523.96,13.0,161.0
2955506,control,56.5,Middle-aged,F,2.0,117306.6,14.0,176.0
6912156,control,69.0,Senior,M,4.0,1395225.54,32.0,395.0
137933,test,40.0,Middle-aged,F,2.0,34500.19,10.0,128.0
6564976,control,37.5,Middle-aged,M,2.0,50050.99,8.0,105.0
8702776,control,34.0,Middle-aged,U,2.0,34038.21,6.0,77.0
7021213,test,61.5,Senior,M,3.0,1038811.07,6.0,74.0
3745583,control,43.0,Middle-aged,F,2.0,123716.5,16.0,200.0
7077496,control,25.5,Young dults,U,2.0,44720.3,7.0,87.0
3314571,test,54.5,Middle-aged,U,3.0,312659.12,6.0,74.0
1508297,control,57.5,Middle-aged,M,2.0,25368.03,9.0,116.0
5120135,control,64.5,Senior,M,2.0,177570.96000000002,14.0,177.0
80127,control,45.5,Middle-aged,M,4.0,178829.02999999997,15.0,185.0
7846274,test,29.0,Young dults,U,2.0,52996.81,5.0,66.0
8546711,control,32.0,Middle-aged,U,2.0,188437.58,7.0,86.0
7759469,test,62.5,Senior,F,2.0,108248.85,15.0,184.0
6526022,control,71.5,Senior,M,2.0,347299.1,23.0,285.0
478932,test,49.0,Middle-aged,F,2.0,42778.02,23.0,277.0
7378600,control,64.5,Senior,M,3.0,202312.84000000003,22.0,272.0
3256364,control,21.5,Young dults,M,3.0,37974.98,22.0,264.0
8227073,control,41.5,Middle-aged,M,3.0,393844.92,21.0,254.0
546664,control,58.5,Middle-aged,F,3.0,37926.34,20.0,247.0
3812833,test,76.0,Senior,F,2.0,31604.02,20.0,240.0
8281643,test,49.0,Middle-aged,U,2.0,93307.88,17.0,215.0
9552050,control,25.5,Young dults,U,3.0,83162.18,7.0,92.0
9874898,control,48.0,Middle-aged,F,2.0,62143.97,5.0,63.0
9477476,control,33.0,Middle-aged,M,3.0,123048.17,12.0,155.0
9426700,control,33.5,Middle-aged,U,2.0,92645.1,8.0,106.0
5189980,test,62.5,Senior,F,3.0,200890.52,5.0,71.0
3351016,control,41.0,Middle-aged,F,3.0,681328.53,14.0,173.0
1229899,test,52.5,Middle-aged,F,2.0,31490.39,23.0,285.0
5152075,test,46.0,Middle-aged,M,2.0,44406.46,16.0,197.0
175196,control,19.0,Young dults,U,2.0,35618.6,5.0,67.0
2973941,test,27.5,Young dults,M,3.0,102133.67,5.0,70.0
2637845,test,25.0,Young dults,U,2.0,24037.17,5.0,70.0
953658,test,67.5,Senior,F,2.0,26823.89,11.0,140.0
2580603,control,25.0,Young dults,U,2.0,35372.98,5.0,69.0
8600325,test,28.0,Young dults,M,2.0,31337.85,9.0,111.0
1137042,test,66.5,Senior,F,2.0,33883.84,27.0,327.0
634557,control,25.5,Young dults,F,2.0,34181.97,13.0,157.0
3670754,test,60.0,Senior,M,2.0,166976.41999999998,13.0,160.0
9353814,control,45.0,Middle-aged,M,2.0,40596.71,12.0,155.0
4579385,test,44.5,Middle-aged,F,2.0,53047.19,17.0,206.0
3478755,test,61.5,Senior,U,2.0,54719.38,5.0,70.0
1412277,control,40.0,Middle-aged,M,2.0,44033.36,14.0,177.0
5490692,control,22.0,Young dults,F,3.0,56777.53,5.0,64.0
6266472,test,38.0,Middle-aged,U,2.0,29407.57,8.0,97.0
5019653,control,46.0,Middle-aged,U,3.0,75085.54000000001,5.0,71.0
1473602,control,33.5,Middle-aged,F,3.0,159865.95,16.0,195.0
2982062,control,56.0,Middle-aged,U,2.0,28228.36,6.0,72.0
8203595,test,58.0,Middle-aged,F,2.0,31804.02,5.0,61.0
9169700,test,65.0,Senior,M,2.0,28305.78,19.0,238.0
9605388,control,34.5,Middle-aged,U,2.0,48848.32,7.0,88.0
2039070,control,28.5,Young dults,U,2.0,79315.35,7.0,94.0
5545303,test,35.5,Middle-aged,U,3.0,73606.83,4.0,56.0
6875538,test,29.5,Young dults,U,2.0,159610.66999999998,5.0,66.0
5408845,test,53.0,Middle-aged,M,4.0,287596.87,33.0,396.0
4618842,control,37.5,Middle-aged,U,2.0,56484.65,6.0,73.0
83795,test,71.5,Senior,F,2.0,206570.43,15.0,188.0
7989532,control,29.0,Young dults,U,2.0,34944.759999999995,4.0,58.0
1134427,control,49.5,Middle-aged,U,2.0,107294.73,5.0,67.0
6621142,test,29.0,Young dults,F,3.0,27724.24,4.0,52.0
7574606,control,24.0,Young dults,F,4.0,263570.78,9.0,111.0
734952,test,38.5,Middle-aged,U,2.0,27663.24,5.0,67.0
3332324,test,26.5,Young dults,U,2.0,44986.42,6.0,83.0
4043662,control,73.5,Senior,F,2.0,147518.9,15.0,187.0
7203213,test,38.0,Middle-aged,M,2.0,288758.87,11.0,135.0
4836678,control,71.0,Senior,F,2.0,53011.75,6.0,73.0
4705546,test,46.0,Middle-aged,U,3.0,51124.83,6.0,75.0
5889228,test,54.5,Middle-aged,F,3.0,367714.29,24.0,288.0
9111035,test,56.5,Middle-aged,M,2.0,53377.67,23.0,282.0
1918474,control,44.5,Middle-aged,M,2.0,186805.04,23.0,279.0
5969503,test,61.5,Senior,F,2.0,84313.25,22.0,275.0
6219655,test,54.5,Middle-aged,M,2.0,47656.25,21.0,255.0
904007,test,47.5,Middle-aged,F,2.0,41543.13,21.0,253.0
9248229,test,55.0,Middle-aged,U,2.0,66742.13,21.0,253.0
1177276,test,61.0,Senior,U,5.0,3450821.16,20.0,244.0
2387182,control,67.0,Senior,M,2.0,138950.33000000002,16.0,199.0
4449333,test,33.5,Middle-aged,M,2.0,55744.37,12.0,145.0
2980350,test,71.0,Senior,F,3.0,329755.27,17.0,215.0
9677689,control,61.0,Senior,M,2.0,447571.07,11.0,140.0
9710174,control,24.0,Young dults,M,2.0,176098.58000000002,14.0,168.0
3623805,test,21.0,Young dults,M,3.0,61329.9,12.0,146.0
3420433,control,58.5,Middle-aged,U,2.0,73741.72,4.0,56.0
9274285,control,53.0,Middle-aged,F,2.0,68841.79999999999,6.0,72.0
6968403,control,43.5,Middle-aged,U,2.0,127571.99,7.0,91.0
313591,test,37.5,Middle-aged,U,2.0,55285.77,6.0,75.0
2252744,test,29.0,Young dults,U,2.0,61757.09,7.0,95.0
1664860,control,31.0,Middle-aged,M,2.0,125448.78,12.0,155.0
6991815,control,33.0,Middle-aged,U,2.0,42953.61,7.0,85.0
5285771,control,43.0,Middle-aged,F,2.0,121275.86,12.0,155.0
1842343,control,88.0,Senior,M,2.0,309260.68,14.0,179.0
4147030,test,33.5,Middle-aged,M,2.0,114123.49,11.0,134.0
7879141,control,51.5,Middle-aged,U,2.0,37014.63,4.0,58.0
4163260,control,58.5,Middle-aged,F,2.0,26303.81,11.0,139.0
9129912,control,32.5,Middle-aged,M,2.0,76009.69,14.0,175.0
125124,test,73.0,Senior,F,2.0,41000.57,16.0,198.0
4285909,test,74.0,Senior,F,2.0,68433.51999999999,11.0,137.0
3153010,control,35.5,Middle-aged,U,3.0,438026.57,7.0,86.0
1904503,test,24.5,Young dults,U,2.0,96650.39,5.0,68.0
5456658,control,37.0,Middle-aged,F,2.0,69622.75,12.0,152.0
3215110,control,54.5,Middle-aged,M,2.0,51439.73,16.0,196.0
8465223,control,54.5,Middle-aged,U,2.0,31003.88,4.0,58.0
9434151,control,38.0,Middle-aged,U,2.0,35513.759999999995,5.0,69.0
1406408,test,40.5,Middle-aged,F,2.0,227061.68,13.0,161.0
6760050,test,67.0,Senior,M,2.0,298218.47,11.0,132.0
2328158,control,37.5,Middle-aged,U,2.0,42453.44,4.0,58.0
3712567,control,35.5,Middle-aged,U,3.0,37972.85,6.0,76.0
4139600,test,62.5,Senior,F,2.0,29867.61,21.0,255.0
428201,test,23.5,Young dults,F,2.0,44532.02,10.0,130.0
1974241,test,67.5,Senior,F,2.0,219404.56,13.0,156.0
8200585,test,94.5,Time to die,U,2.0,108825.59,15.0,186.0
9290967,control,40.5,Middle-aged,U,2.0,49129.94,5.0,60.0
3236351,test,48.5,Middle-aged,F,2.0,36113.24,11.0,140.0
9020085,control,57.0,Middle-aged,F,2.0,37650.5,9.0,119.0
3099332,test,57.5,Middle-aged,U,3.0,189360.75,7.0,84.0
3996455,test,64.5,Senior,U,2.0,52240.06,5.0,71.0
3150082,control,52.0,Middle-aged,M,2.0,117649.02,12.0,152.0
6168374,control,54.5,Middle-aged,U,2.0,60737.98,4.0,58.0
7890172,control,61.0,Senior,U,2.0,70048.57,6.0,82.0
3752193,control,29.0,Young dults,M,2.0,38334.06,21.0,260.0
1240899,control,28.5,Young dults,M,3.0,61207.42,18.0,224.0
3688866,test,59.0,Middle-aged,F,2.0,320467.23,12.0,146.0
8319869,test,37.0,Middle-aged,F,3.0,207793.97,8.0,107.0
242833,control,19.5,Young dults,U,2.0,37946.69,4.0,58.0
369968,control,32.5,Middle-aged,M,2.0,32718.53,12.0,150.0
4746179,control,69.0,Senior,M,2.0,250621.49,11.0,136.0
3500630,control,22.0,Young dults,U,3.0,119960.21,4.0,57.0
8689010,control,25.0,Young dults,U,3.0,31481.24,2.0,35.0
7767849,test,62.5,Senior,U,2.0,138416.28,12.0,154.0
2234198,test,28.5,Young dults,U,3.0,54433.36,7.0,88.0
2169315,test,57.5,Middle-aged,U,2.0,42331.14,7.0,85.0
340534,control,37.0,Middle-aged,U,3.0,47485.02,4.0,59.0
2545668,control,70.0,Senior,F,2.0,57752.78,15.0,183.0
2105198,test,37.5,Middle-aged,M,3.0,208457.77,17.0,209.0
1203974,control,58.0,Middle-aged,F,2.0,90087.88,10.0,127.0
175625,test,46.0,Middle-aged,U,2.0,264828.03,7.0,90.0
1249453,test,59.0,Middle-aged,M,2.0,25323.96,18.0,222.0
3070856,test,20.5,Young dults,U,3.0,39833.51,4.0,57.0
3214086,test,43.5,Middle-aged,M,2.0,170390.83000000002,11.0,142.0
786840,test,66.5,Senior,M,3.0,182406.63,14.0,179.0
2857152,test,54.5,Middle-aged,U,2.0,34511.36,4.0,59.0
2657062,control,40.5,Middle-aged,F,2.0,63747.49,12.0,154.0
9575051,control,60.0,Senior,F,2.0,89667.89,11.0,137.0
5050830,control,20.0,Young dults,U,2.0,28972.26,7.0,90.0
7833014,control,46.0,Middle-aged,F,2.0,583761.3400000001,15.0,180.0
4631957,test,44.0,Middle-aged,M,3.0,670850.3400000001,11.0,136.0
9373265,control,66.5,Senior,F,2.0,87799.38,26.0,312.0
6793424,control,79.0,Senior,U,2.0,57033.4,5.0,71.0
2994540,control,64.0,Senior,F,2.0,30284.95,10.0,126.0
7524965,test,36.5,Middle-aged,M,2.0,31870.82,16.0,192.0
8803603,control,55.5,Middle-aged,F,4.0,124950.49,14.0,178.0
4053786,test,50.0,Middle-aged,M,2.0,25372.88,15.0,189.0
1644322,test,38.5,Middle-aged,U,2.0,38301.25,6.0,83.0
5215088,control,55.5,Middle-aged,U,2.0,74890.51,6.0,82.0
1323479,control,51.0,Middle-aged,M,3.0,47390.64,14.0,172.0
2354227,test,45.0,Middle-aged,M,4.0,283907.17,13.0,156.0
5647302,test,70.0,Senior,M,2.0,350993.2,13.0,167.0
3395758,test,29.0,Young dults,U,2.0,41507.69,6.0,79.0
7075079,test,40.5,Middle-aged,U,2.0,49515.72,5.0,68.0
484375,control,38.5,Middle-aged,U,2.0,147858.01,11.0,138.0
9285028,test,54.5,Middle-aged,F,2.0,147673.16999999998,9.0,110.0
8928251,test,31.5,Middle-aged,U,2.0,52961.67,6.0,77.0
8996677,test,48.5,Middle-aged,M,2.0,53874.64,5.0,64.0
7567116,test,62.5,Senior,M,2.0,24312.32,12.0,149.0
7695539,test,58.5,Middle-aged,U,2.0,24953.79,4.0,58.0
4110494,test,58.0,Middle-aged,M,3.0,1683901.75,24.0,296.0
8509527,control,57.0,Middle-aged,M,2.0,35906.31,24.0,292.0
5376483,test,59.5,Middle-aged,F,2.0,24952.66,22.0,269.0
8968297,control,73.5,Senior,M,3.0,1593783.04,22.0,265.0
2271187,test,49.5,Middle-aged,U,2.0,144422.78,21.0,254.0
4090225,control,53.0,Middle-aged,F,2.0,32718.0,19.0,235.0
4767563,control,62.5,Senior,M,4.0,148308.06,11.0,138.0
7823409,test,47.0,Middle-aged,U,3.0,207175.1,7.0,94.0
192160,test,71.0,Senior,U,2.0,162755.05,27.0,334.0
3193662,test,69.5,Senior,U,2.0,80160.98999999999,6.0,76.0
8398431,control,62.5,Senior,M,3.0,629047.5700000001,13.0,162.0
3036745,control,23.0,Young dults,U,2.0,25170.15,4.0,57.0
1190820,test,26.0,Young dults,M,2.0,62981.52,15.0,185.0
3865233,control,23.5,Young dults,F,2.0,52159.7,14.0,170.0
4265401,test,49.5,Middle-aged,F,2.0,126396.03,9.0,110.0
6966763,test,28.5,Young dults,U,2.0,73063.04000000001,7.0,94.0
2665162,control,26.0,Young dults,U,2.0,36607.35,4.0,59.0
7613191,test,30.5,Time to die,F,2.0,28047.18,10.0,122.0
3710637,test,42.5,Middle-aged,U,3.0,153606.31,5.0,71.0
7794766,test,33.5,Middle-aged,M,3.0,32142.95,11.0,137.0
9076190,control,40.5,Middle-aged,U,3.0,144272.22,5.0,69.0
1794872,control,64.5,Senior,F,2.0,32562.4,14.0,178.0
4411900,test,56.5,Middle-aged,M,3.0,175843.86,15.0,184.0
3811549,test,53.0,Middle-aged,F,2.0,119488.56,26.0,320.0
8793646,control,51.0,Middle-aged,M,2.0,167512.02000000002,16.0,194.0
7852080,control,32.5,Middle-aged,U,2.0,35840.97,6.0,83.0
5704193,test,65.0,Senior,M,2.0,166481.36,14.0,179.0
1790884,control,29.0,Young dults,U,3.0,39363.96,5.0,71.0
1008407,control,48.5,Middle-aged,M,2.0,36116.33,15.0,189.0
4681687,test,55.0,Middle-aged,M,2.0,592627.3200000001,22.0,270.0
3242204,control,69.0,Senior,F,2.0,48089.3,33.0,397.0
67845,test,85.0,Senior,F,2.0,160364.63,30.0,369.0
4669816,control,38.0,Middle-aged,M,2.0,163105.07,16.0,193.0
6946226,control,33.5,Middle-aged,M,2.0,32228.55,12.0,146.0
426432,control,58.5,Middle-aged,F,2.0,62440.7,10.0,121.0
6396533,control,30.0,Young dults,U,2.0,36256.7,6.0,72.0
348888,control,28.0,Young dults,U,3.0,26015.52,4.0,58.0
7628721,control,20.0,Young dults,U,2.0,38471.7,6.0,74.0
6399372,test,27.5,Young dults,F,4.0,55137.61,10.0,122.0
4364845,control,49.5,Middle-aged,U,3.0,374226.02,8.0,98.0
9481649,control,43.5,Middle-aged,U,2.0,40432.15,8.0,97.0
6580232,test,63.5,Senior,F,2.0,34812.05,14.0,179.0
8773702,test,39.0,Middle-aged,F,2.0,128826.09,10.0,126.0
7791554,test,30.0,Young dults,M,2.0,64922.48,15.0,180.0
95453,test,34.5,Middle-aged,U,2.0,55480.7,6.0,72.0
7240649,control,67.5,Senior,M,2.0,104494.57,16.0,193.0
1265178,test,27.5,Young dults,M,2.0,69805.06,14.0,174.0
8419270,control,34.0,Middle-aged,M,4.0,76846.04999999999,5.0,69.0
6362415,control,35.5,Middle-aged,F,2.0,79439.43,8.0,104.0
2333169,control,64.5,Senior,M,3.0,128891.03,24.0,299.0
8804122,control,52.0,Middle-aged,M,3.0,55790.53,22.0,271.0
8975574,test,47.5,Middle-aged,F,2.0,68811.1,20.0,249.0
2969737,control,65.5,Senior,M,2.0,28479.63,20.0,247.0
5180168,test,45.5,Middle-aged,M,2.0,26844.21,20.0,242.0
6194562,control,33.0,Middle-aged,M,3.0,121523.81,21.0,256.0
8020967,control,43.5,Middle-aged,M,2.0,92584.72,18.0,223.0
3429213,control,45.0,Middle-aged,M,3.0,103543.28,17.0,214.0
9322440,test,54.0,Middle-aged,M,2.0,32320.13,17.0,207.0
1662483,test,51.5,Middle-aged,M,2.0,278938.62,16.0,197.0
133394,test,30.5,Time to die,U,2.0,43707.92,6.0,81.0
725905,control,56.0,Middle-aged,M,2.0,97182.81,10.0,120.0
7271127,control,62.5,Senior,M,2.0,81563.4,9.0,119.0
2973289,control,63.0,Senior,M,3.0,471060.72,27.0,329.0
2809621,control,37.5,Middle-aged,U,2.0,46521.22,6.0,75.0
2278584,control,42.5,Middle-aged,U,2.0,105591.3,7.0,88.0
4025387,control,61.5,Senior,F,2.0,427769.42,27.0,326.0
1609635,test,67.0,Senior,M,3.0,32804.47,14.0,174.0
5112427,control,39.0,Middle-aged,F,2.0,55072.99,5.0,61.0
52765,control,26.5,Young dults,U,2.0,28268.31,8.0,98.0
9218577,control,36.5,Middle-aged,F,2.0,241778.25,9.0,108.0
3180864,control,49.0,Middle-aged,U,2.0,52568.55,7.0,89.0
4101888,test,21.5,Young dults,M,2.0,25202.9,7.0,86.0
159970,test,34.0,Middle-aged,U,2.0,63821.52,5.0,65.0
3923623,test,26.0,Young dults,M,2.0,36759.38,5.0,70.0
1239818,test,26.0,Young dults,U,2.0,29163.64,5.0,62.0
4720646,test,31.5,Middle-aged,F,2.0,67308.45999999999,10.0,130.0
3979590,control,59.0,Middle-aged,M,2.0,152931.69,12.0,150.0
6982913,test,26.5,Young dults,F,2.0,30693.27,21.0,252.0
6426623,control,47.0,Middle-aged,U,2.0,43854.27,6.0,75.0
1716100,test,28.5,Young dults,M,2.0,49239.21,9.0,109.0
2236396,control,57.5,Middle-aged,M,2.0,74856.01,8.0,106.0
4400573,test,89.0,Senior,M,3.0,391390.91,34.0,419.0
2166435,test,46.5,Middle-aged,U,2.0,60263.43,13.0,166.0
6875260,test,69.0,Senior,U,2.0,96164.42,8.0,97.0
6106057,control,57.0,Middle-aged,F,2.0,71591.09,26.0,315.0
5031965,test,36.0,Middle-aged,F,2.0,70141.91,15.0,187.0
6774612,test,35.5,Middle-aged,U,2.0,253708.16,6.0,80.0
5201743,test,48.0,Middle-aged,F,2.0,49144.64,8.0,105.0
9059926,control,20.0,Young dults,U,2.0,26632.87,4.0,49.0
1763978,control,58.5,Middle-aged,U,2.0,32986.66,23.0,284.0
9491552,test,62.5,Senior,F,3.0,105228.16,22.0,274.0
5004515,test,53.5,Middle-aged,M,3.0,125353.73,21.0,258.0
2181092,control,89.0,Senior,M,3.0,51133.76,21.0,254.0
2841010,control,49.5,Middle-aged,U,2.0,93292.21,21.0,253.0
5059388,control,56.5,Middle-aged,M,5.0,98586.05,20.0,241.0
6600155,test,19.5,Young dults,M,2.0,108540.78,20.0,240.0
1761728,control,45.0,Middle-aged,U,2.0,48325.89,6.0,83.0
6674314,control,50.0,Middle-aged,M,2.0,227172.4,13.0,166.0
4985930,control,31.0,Middle-aged,U,2.0,42022.99,6.0,78.0
3487352,test,21.5,Young dults,U,3.0,56258.51,5.0,71.0
2323408,test,42.5,Middle-aged,F,2.0,65274.74,13.0,165.0
8037764,control,55.5,Middle-aged,M,2.0,33698.25,15.0,186.0
842183,test,69.0,Senior,U,2.0,29857.27,7.0,95.0
7330117,control,21.0,Young dults,U,2.0,28828.94,7.0,90.0
6564602,test,53.0,Middle-aged,M,2.0,83328.72,9.0,113.0
6680855,control,28.5,Young dults,F,2.0,69942.59,4.0,57.0
8095374,test,37.0,Middle-aged,M,2.0,25075.05,5.0,67.0
5382658,test,47.0,Middle-aged,U,2.0,39759.76,4.0,48.0
5611511,test,48.0,Middle-aged,U,2.0,56854.14,4.0,59.0
8362531,control,25.0,Young dults,U,2.0,31132.16,4.0,59.0
5969816,test,26.5,Young dults,F,2.0,35887.119999999995,19.0,238.0
7175764,control,47.5,Middle-aged,M,2.0,91514.62,13.0,157.0
9880179,test,31.0,Middle-aged,M,2.0,28576.2,12.0,155.0
7843741,test,33.5,Middle-aged,M,3.0,63071.32,9.0,115.0
8878848,control,29.0,Young dults,M,3.0,40142.08,4.0,54.0
6279427,test,26.5,Young dults,F,2.0,31953.53,13.0,156.0
6532430,control,58.0,Middle-aged,M,3.0,499815.7,23.0,283.0
540036,control,21.5,Young dults,U,2.0,31297.22,8.0,97.0
3644304,control,68.0,Senior,F,2.0,114827.33,12.0,150.0
1741101,test,33.5,Middle-aged,U,2.0,41617.62,9.0,108.0
2644380,control,53.0,Middle-aged,U,2.0,35857.5,5.0,62.0
4267206,control,40.0,Middle-aged,M,2.0,157598.82,12.0,146.0
4026632,test,60.5,Senior,M,2.0,31483.02,11.0,134.0
8409019,control,35.0,Middle-aged,U,2.0,28981.52,7.0,88.0
5925628,test,59.0,Middle-aged,F,2.0,85106.22,13.0,160.0
6146380,control,54.5,Middle-aged,F,2.0,40477.85,12.0,147.0
9587814,control,60.5,Senior,M,2.0,26486.97,9.0,114.0
7520598,test,31.5,Middle-aged,M,2.0,35194.32,10.0,120.0
7327040,test,61.0,Senior,F,2.0,47455.92,8.0,107.0
5642292,test,23.0,Young dults,F,2.0,28020.35,4.0,54.0
7113524,control,59.5,Middle-aged,U,2.0,41053.86,8.0,97.0
9839536,control,75.5,Senior,F,2.0,104162.26,24.0,289.0
3155867,test,66.5,Senior,F,2.0,809406.37,23.0,276.0
848198,control,42.0,Middle-aged,U,3.0,34661.05,21.0,263.0
7723676,test,75.0,Senior,F,2.0,363105.78,30.0,370.0
7300238,control,53.5,Middle-aged,M,3.0,703012.28,22.0,269.0
4988481,test,57.0,Middle-aged,M,2.0,278126.95,17.0,214.0
5012526,control,35.5,Middle-aged,M,2.0,76251.04999999999,17.0,207.0
2286579,test,64.0,Senior,M,3.0,60508.59,12.0,144.0
2854823,test,63.5,Senior,U,2.0,65855.04999999999,7.0,88.0
6195846,control,26.0,Young dults,U,2.0,30516.67,5.0,67.0
3497097,control,48.0,Middle-aged,U,2.0,51883.97,7.0,84.0
5644486,control,76.0,Senior,F,2.0,77892.58,10.0,130.0
9030466,test,51.0,Middle-aged,F,2.0,100304.19,5.0,62.0
3794155,control,41.5,Middle-aged,U,2.0,70867.9,7.0,85.0
7388500,test,65.5,Senior,U,2.0,39388.35,7.0,95.0
9909236,test,58.5,Middle-aged,U,2.0,420527.84,6.0,77.0
5431148,test,27.0,Young dults,M,2.0,65337.89,26.0,322.0
745087,control,24.5,Young dults,U,2.0,28526.8,6.0,76.0
7551666,control,62.5,Senior,U,2.0,61664.01,7.0,85.0
4872686,control,70.0,Senior,U,3.0,159447.63,26.0,317.0
6219485,test,65.0,Senior,U,2.0,90818.98,5.0,69.0
6408586,test,42.5,Middle-aged,M,2.0,112020.82,8.0,107.0
6958432,test,34.5,Middle-aged,U,2.0,25342.16,7.0,84.0
7094560,test,46.5,Middle-aged,F,3.0,38870.78,21.0,255.0
1294767,test,49.5,Middle-aged,M,2.0,24833.98,14.0,169.0
2908364,control,56.0,Middle-aged,U,3.0,40838.74,7.0,84.0
9279130,test,34.0,Middle-aged,F,2.0,69973.54000000001,9.0,113.0
3017374,test,26.5,Young dults,M,2.0,38323.68,31.0,378.0
4581207,control,47.0,Middle-aged,M,3.0,234765.71,26.0,314.0
9744503,control,62.0,Senior,M,2.0,197720.44,14.0,176.0
8248069,control,49.0,Middle-aged,F,2.0,279769.58,16.0,192.0
6159261,control,65.0,Senior,M,2.0,613614.16,16.0,202.0
8967467,test,60.0,Senior,F,2.0,36864.78,10.0,126.0
9783619,control,61.5,Senior,M,2.0,24996.39,17.0,214.0
1710617,test,38.5,Middle-aged,F,2.0,24217.25,8.0,101.0
6439921,test,43.0,Middle-aged,F,2.0,165144.71999999997,13.0,159.0
9224663,test,32.5,Middle-aged,U,2.0,41544.12,8.0,106.0
6990098,control,39.5,Middle-aged,M,2.0,219614.97,15.0,185.0
9427694,control,62.0,Senior,F,2.0,178354.57,9.0,108.0
7974599,test,64.5,Senior,M,2.0,28891.6,10.0,127.0
1713302,test,61.5,Senior,M,2.0,377355.46,5.0,70.0
4675706,test,67.5,Senior,U,2.0,132670.45,6.0,82.0
1535266,test,30.5,Time to die,M,2.0,61591.22,5.0,66.0
2431736,test,58.5,Middle-aged,U,2.0,26323.97,4.0,58.0
3232335,control,68.0,Senior,U,2.0,269539.84,6.0,77.0
8505098,control,51.5,Middle-aged,U,2.0,64282.07,6.0,83.0
887671,test,29.5,Young dults,F,2.0,39387.54,13.0,158.0
9957263,test,30.5,Time to die,M,2.0,69151.48999999999,12.0,155.0
3314416,control,39.5,Middle-aged,U,2.0,30096.13,5.0,71.0
9149741,test,57.5,Middle-aged,M,2.0,155237.09000000003,15.0,186.0
8587059,test,33.5,Middle-aged,U,2.0,32366.18,4.0,58.0
1276796,test,50.0,Middle-aged,F,2.0,100820.45,15.0,189.0
2567834,control,29.0,Young dults,U,2.0,50391.4,5.0,64.0
2181599,control,42.5,Middle-aged,F,2.0,82058.53,9.0,119.0
2366463,test,82.0,Senior,F,2.0,150940.26,15.0,188.0
9613235,test,55.0,Middle-aged,M,2.0,29556.98,14.0,169.0
1374037,test,48.5,Middle-aged,M,2.0,238516.15,10.0,127.0
5646679,control,29.5,Young dults,U,3.0,49283.24,6.0,81.0
8213456,test,65.0,Senior,F,2.0,107586.89,11.0,132.0
4694039,test,57.0,Middle-aged,F,2.0,907955.19,26.0,322.0
3298633,control,52.5,Middle-aged,M,2.0,82455.17,15.0,189.0
8193155,test,59.0,Middle-aged,U,2.0,289823.29,8.0,96.0
149108,test,27.5,Young dults,U,2.0,49506.07,5.0,70.0
8181298,test,43.5,Middle-aged,U,2.0,42094.06,3.0,44.0
7878589,control,44.5,Middle-aged,M,2.0,90927.96,24.0,289.0
3845483,control,43.0,Middle-aged,M,3.0,161735.18,23.0,286.0
8081823,control,78.0,Senior,F,2.0,42170.28,21.0,258.0
2218878,test,67.0,Senior,M,4.0,467600.61,20.0,247.0
6450043,test,36.0,Middle-aged,M,2.0,33869.009999999995,19.0,238.0
7910959,test,56.0,Middle-aged,M,2.0,134539.97999999998,19.0,235.0
1283616,control,53.0,Middle-aged,M,2.0,92494.5,18.0,224.0
